latitude,longitude,UTMX,UTMY,NO2 (mol/m^2),Elevation,Rainfall,Population,VIIRS,Temperature,WindSpeed
28.760000000000055,77.20000000000019,714802,3183381,0.0001490797631213847,210,57.75,7365.168,4.385052,313.5,125.0
28.760000000000055,77.21000000000019,715778,3183399,0.0001490797631213847,210,57.75,7365.168,4.385052,313.5,125.0
28.760000000000055,77.2200000000002,716755,3183417,0.0001490797631213847,210,57.75,7365.168,4.385052,313.5,125.0
28.760000000000055,77.2300000000002,717731,3183435,0.00014534399237361106,209,59.75,6135.713,4.736302,312.5,124.16666666666667
28.760000000000055,77.24000000000021,718708,3183454,0.00014534399237361106,209,59.75,6135.713,4.736302,312.5,124.16666666666667
28.760000000000055,77.25000000000021,719685,3183472,0.00014534399237361106,209,59.75,6135.713,4.736302,312.5,124.16666666666667
28.760000000000055,77.26000000000022,720661,3183491,0.00014318222309894464,209,61.75,4404.976,12.858698,313.0833333333333,117.5
28.760000000000055,77.27000000000022,721638,3183509,0.00014318222309894464,209,61.75,4404.976,12.858698,313.0833333333333,117.5
28.760000000000055,77.28000000000023,722615,3183528,0.00014318222309894464,209,61.75,4404.976,12.858698,313.0833333333333,117.5
28.760000000000055,77.29000000000023,723591,3183547,0.00014053201665531942,210,63.666666666666664,4404.9756,8.637083,312.75,120.0
28.760000000000055,77.30000000000024,724568,3183566,0.00014053201665531942,210,63.666666666666664,4404.9756,8.637083,312.75,120.0
28.760000000000055,77.31000000000024,725545,3183584,0.00014053201665531942,210,63.666666666666664,4404.9756,8.637083,312.75,120.0
28.760000000000055,77.32000000000025,726521,3183603,0.0001331804704614601,213,63.666666666666664,4404.976,5.587969,312.75,120.0
28.760000000000055,77.33000000000025,727498,3183623,0.0001331804704614601,213,63.666666666666664,4404.976,5.587969,312.75,120.0
28.770000000000056,76.84,679628,3183893,0.00011136899085791341,218,73.25,1440.9015,2.0280209,308.1666666666667,125.83333333333333
28.770000000000056,76.85000000000001,680604,3183908,0.00011136899085791341,218,73.25,1440.9015,2.0280209,308.1666666666667,125.83333333333333
28.770000000000056,76.86000000000001,681581,3183923,0.00010911153570862308,217,74.16666666666667,1044.1685,1.3783333,307.3333333333333,126.66666666666667
28.770000000000056,76.87000000000002,682557,3183938,0.00010911153570862308,217,74.16666666666667,1044.1685,1.3783333,307.3333333333333,126.66666666666667
28.770000000000056,76.88000000000002,683534,3183954,0.00010911153570862308,217,74.16666666666667,1044.1685,1.3783333,307.3333333333333,126.66666666666667
28.770000000000056,76.89000000000003,684510,3183969,0.00011292244992025795,217,47.166666666666664,602.2461,1.7929167,316.5833333333333,123.33333333333333
28.770000000000056,76.90000000000003,685486,3183985,0.00011292244992025795,217,47.166666666666664,602.2461,1.7929167,316.5833333333333,123.33333333333333
28.770000000000056,76.91000000000004,686463,3184000,0.00011292244992025795,217,47.166666666666664,602.2461,1.7929167,316.5833333333333,123.33333333333333
