latitude,longitude,NO2 (mol/m^2),Elevation,Rainfall,Population,VIIRS,Temperature,WindSpeed
12.879999999999999,77.70000000000013,3.568176388668659e-05,915.0,0.0,497.5939025878906,13.817500114440918,277.0,190.0
12.879999999999999,77.71000000000014,3.430300194502971e-05,900.0,0.0,493.9296569824219,9.194999694824219,277.0,190.0
12.879999999999999,77.72000000000014,3.303734968688032e-05,911.0,0.0,489.2886657714844,8.642499923706055,277.0,190.0
12.879999999999999,77.73000000000015,3.1543392951539945e-05,901.0,0.0,385.3139953613281,9.6875,277.0,190.0
12.879999999999999,77.74000000000015,3.0701943871875606e-05,909.0,0.0,969.2570190429688,9.952499389648438,277.0,190.0
12.879999999999999,77.75000000000016,3.193494230592627e-05,900.0,0.0,1085.80078125,15.375,277.0,190.0
12.879999999999999,77.76000000000016,3.118603384087819e-05,892.0,0.0,1085.801025390625,17.190000534057617,277.0,190.0
12.879999999999999,77.77000000000017,3.1289395879437926e-05,879.0,0.0,1085.8009033203125,29.079999923706055,277.0,190.0
12.879999999999999,77.78000000000017,3.01895863220522e-05,883.0,0.0,1085.801025390625,37.89999771118164,277.0,190.0
12.879999999999999,77.79000000000018,3.01895863220522e-05,881.0,0.0,1085.8009033203125,11.0,277.0,190.0
12.889999999999999,77.45,8.111583255124832e-05,760.0,0.0,441.2774658203125,20.079999923706055,287.0,190.0
12.889999999999999,77.46000000000001,8.305934524128538e-05,769.0,0.0,441.2774658203125,18.15250015258789,287.0,190.0
12.889999999999999,77.47000000000001,8.347478799980928e-05,785.0,0.0,441.2774658203125,14.59749984741211,286.0,190.0
12.889999999999999,77.48000000000002,8.531673649990621e-05,777.0,0.0,441.2774658203125,22.837499618530273,286.0,190.0
12.889999999999999,77.49000000000002,8.502743379858917e-05,802.0,0.0,441.27752685546875,25.0625,286.0,190.0
12.889999999999999,77.50000000000003,8.42866062318884e-05,820.0,0.0,441.27740478515625,14.362499237060547,284.0,190.0
12.889999999999999,77.51000000000003,8.365502119169755e-05,835.0,0.0,441.27752685546875,17.4424991607666,284.0,190.0
12.889999999999999,77.52000000000004,8.658045956305551e-05,830.0,0.0,441.2774658203125,32.494998931884766,284.0,190.0
12.889999999999999,77.53000000000004,8.658045956305551e-05,896.0,0.0,441.27752685546875,25.6825008392334,284.0,190.0
12.889999999999999,77.54000000000005,8.508520564192625e-05,877.0,0.0,441.2774658203125,44.869998931884766,284.0,190.0
12.889999999999999,77.55000000000005,8.259430640066896e-05,887.0,0.0,441.27752685546875,56.977500915527344,282.0,190.0
12.889999999999999,77.56000000000006,7.91716359741584e-05,894.0,0.0,441.27740478515625,53.75749969482422,282.0,190.0
12.889999999999999,77.57000000000006,7.419658892384935e-05,909.0,0.0,441.2774658203125,70.91999816894531,282.0,190.0
12.889999999999999,77.58000000000007,6.967163468888671e-05,923.0,0.0,441.27752685546875,52.0,282.0,190.0
12.889999999999999,77.59000000000007,6.888958638766677e-05,920.0,0.0,441.27752685546875,44.76000213623047,279.0,190.0
12.889999999999999,77.60000000000008,6.709888915094906e-05,914.0,0.0,441.27740478515625,60.11000061035156,279.0,190.0
12.889999999999999,77.61000000000008,6.709888915094906e-05,894.0,0.0,441.27752685546875,64.67749786376953,279.0,190.0
12.889999999999999,77.62000000000009,6.593391519043115e-05,901.0,0.0,441.2774658203125,66.18000030517578,279.0,190.0
12.889999999999999,77.6300000000001,6.198454742838972e-05,887.0,0.0,441.2774963378906,76.65750122070312,279.0,190.0
12.889999999999999,77.6400000000001,5.785877286664083e-05,907.0,0.0,704.1179809570312,74.30750274658203,279.0,190.0
12.889999999999999,77.6500000000001,5.534859854970497e-05,916.0,0.0,1055.453369140625,59.62999725341797,279.0,190.0
12.889999999999999,77.66000000000011,5.1735602136419195e-05,898.0,0.0,1043.1368408203125,36.72249984741211,279.0,190.0
12.889999999999999,77.67000000000012,4.660093683910284e-05,907.0,0.0,1025.173095703125,32.404998779296875,277.0,190.0
12.889999999999999,77.68000000000012,4.1472516827960005e-05,911.0,0.0,877.7861328125,15.467500686645508,277.0,190.0
12.889999999999999,77.69000000000013,3.789956198028254e-05,899.0,0.0,415.4218444824219,21.297500610351562,277.0,190.0
12.889999999999999,77.70000000000013,3.789956198028254e-05,899.0,0.0,384.6558532714844,26.119998931884766,277.0,190.0
12.889999999999999,77.71000000000014,3.573998710767587e-05,910.0,0.0,384.6558532714844,24.0625,277.0,190.0
12.889999999999999,77.72000000000014,3.3905089429728246e-05,898.0,0.0,384.65582275390625,15.387499809265137,277.0,190.0
12.889999999999999,77.73000000000015,3.1549641425784854e-05,904.0,0.0,384.6558532714844,11.994999885559082,277.0,190.0
12.889999999999999,77.74000000000015,3.111427791095195e-05,919.0,0.0,747.1939697265625,11.422499656677246,277.0,190.0
12.889999999999999,77.75000000000016,3.2267252708973235e-05,901.0,0.0,1085.764404296875,11.345000267028809,277.0,190.0
12.889999999999999,77.76000000000016,3.207288490246854e-05,890.0,0.0,1085.7646484375,8.762499809265137,277.0,190.0
12.889999999999999,77.77000000000017,3.238918573160633e-05,898.0,0.0,1085.7645263671875,11.1225004196167,277.0,190.0
12.889999999999999,77.78000000000017,3.0448909823287128e-05,881.0,0.0,1085.7646484375,8.382499694824219,277.0,190.0
12.889999999999999,77.79000000000018,3.0448909823287128e-05,884.0,0.0,1085.7645263671875,5.117499828338623,277.0,190.0
12.899999999999999,77.45,8.553854144726323e-05,769.0,0.0,441.24810791015625,9.177499771118164,287.0,190.0
12.899999999999999,77.46000000000001,8.793684381770739e-05,778.0,0.0,441.2481384277344,15.065000534057617,287.0,190.0
12.899999999999999,77.47000000000001,8.882749188557963e-05,787.0,0.0,441.2481689453125,27.372499465942383,286.0,190.0
12.899999999999999,77.48000000000002,8.886464249342372e-05,786.0,0.0,441.24810791015625,52.224998474121094,286.0,190.0
12.899999999999999,77.49000000000002,8.92512604125688e-05,807.0,0.0,441.2481689453125,35.38500213623047,286.0,190.0
12.899999999999999,77.50000000000003,8.823541666374747e-05,847.0,0.0,441.2480773925781,26.542499542236328,284.0,190.0
12.899999999999999,77.51000000000003,9.024646269443254e-05,820.0,0.0,441.2481689453125,55.08250045776367,284.0,190.0
12.899999999999999,77.52000000000004,9.219129666135631e-05,838.0,0.0,441.2481384277344,52.852500915527344,284.0,190.0
12.899999999999999,77.53000000000004,9.219129666135631e-05,851.0,0.0,441.2481384277344,50.47249984741211,284.0,190.0
12.899999999999999,77.54000000000005,9.202088865499077e-05,844.0,0.0,441.2481384277344,53.334999084472656,284.0,190.0
12.899999999999999,77.55000000000005,9.123006510719487e-05,864.0,0.0,441.2481689453125,66.89500427246094,282.0,190.0
12.899999999999999,77.56000000000006,9.072976980717744e-05,886.0,0.0,441.248046875,61.36499786376953,282.0,190.0
12.899999999999999,77.57000000000006,8.760490827423719e-05,906.0,0.0,441.24810791015625,75.37000274658203,282.0,190.0
12.899999999999999,77.58000000000007,8.156511732798414e-05,900.0,0.0,441.2481689453125,63.99250030517578,282.0,190.0
12.899999999999999,77.59000000000007,7.845893282720128e-05,899.0,0.0,441.2481689453125,55.87999725341797,279.0,190.0
12.899999999999999,77.60000000000008,7.588625681443628e-05,899.0,0.0,441.2480773925781,59.65999984741211,279.0,190.0
12.899999999999999,77.61000000000008,7.588625681443628e-05,887.0,0.0,420.2886962890625,43.82749938964844,279.0,190.0
12.899999999999999,77.62000000000009,7.358884508457896e-05,899.0,0.0,382.7825622558594,36.17499923706055,279.0,190.0
12.899999999999999,77.6300000000001,6.848847862622038e-05,889.0,0.0,441.2481689453125,69.07250213623047,279.0,190.0
12.899999999999999,77.6400000000001,6.319178549926185e-05,898.0,0.0,441.2480773925781,77.91000366210938,279.0,190.0
12.899999999999999,77.6500000000001,6.108907305455058e-05,905.0,0.0,441.2481689453125,63.057498931884766,279.0,190.0
12.899999999999999,77.66000000000011,5.467984049722084e-05,897.0,0.0,438.2884216308594,20.130001068115234,279.0,190.0
12.899999999999999,77.67000000000012,4.955358924719178e-05,892.0,0.0,393.5116271972656,23.452499389648438,277.0,190.0
12.899999999999999,77.68000000000012,4.652049615303146e-05,898.0,0.0,384.6302490234375,29.920000076293945,277.0,190.0
12.899999999999999,77.69000000000013,4.345901408932225e-05,888.0,0.0,384.6302185058594,30.510000228881836,277.0,190.0
12.899999999999999,77.70000000000013,4.345901408932225e-05,908.0,0.0,384.6302795410156,44.38750076293945,277.0,190.0
12.899999999999999,77.71000000000014,4.20951224705127e-05,901.0,0.0,384.6302795410156,21.979999542236328,277.0,190.0
12.899999999999999,77.72000000000014,3.9465858295388974e-05,891.0,0.0,384.6302185058594,14.354999542236328,277.0,190.0
12.899999999999999,77.73000000000015,3.721028192333899e-05,891.0,0.0,384.6302795410156,13.362500190734863,277.0,190.0
12.899999999999999,77.74000000000015,3.550044052197545e-05,909.0,0.0,555.2166748046875,7.829999923706055,277.0,190.0
12.899999999999999,77.75000000000016,3.345364664730685e-05,902.0,0.0,1085.6922607421875,11.604999542236328,277.0,190.0
12.899999999999999,77.76000000000016,3.299230913878535e-05,900.0,0.0,1085.6925048828125,7.922500133514404,277.0,190.0
12.899999999999999,77.77000000000017,3.2539544877227106e-05,902.0,0.0,1085.6922607421875,5.005000114440918,277.0,190.0
12.899999999999999,77.78000000000017,2.97552018975287e-05,898.0,0.0,1085.6925048828125,4.325000286102295,277.0,190.0
12.899999999999999,77.79000000000018,2.97552018975287e-05,893.0,0.0,1085.6922607421875,6.069999694824219,277.0,190.0
12.909999999999998,77.45,8.876185510594279e-05,798.0,0.0,441.2334289550781,6.837500095367432,287.0,190.0
12.909999999999998,77.46000000000001,9.211212969704198e-05,775.0,0.0,441.23345947265625,9.305000305175781,287.0,190.0
12.909999999999998,77.47000000000001,9.335823016112781e-05,799.0,0.0,441.2334899902344,18.732500076293945,286.0,190.0
12.909999999999998,77.48000000000002,9.481380126335314e-05,793.0,0.0,441.2334289550781,68.57250213623047,286.0,190.0
12.909999999999998,77.49000000000002,9.417190208723881e-05,793.0,0.0,441.2335205078125,55.45249938964844,286.0,190.0
12.909999999999998,77.50000000000003,9.200122132234973e-05,813.0,0.0,441.2333984375,54.275001525878906,284.0,190.0
12.909999999999998,77.51000000000003,9.412141446285794e-05,807.0,0.0,441.2334899902344,68.39749908447266,284.0,190.0
12.909999999999998,77.52000000000004,9.492453976965847e-05,848.0,0.0,441.23345947265625,66.48249816894531,284.0,190.0
12.909999999999998,77.53000000000004,9.492453976965847e-05,874.0,0.0,441.2334899902344,52.20500183105469,284.0,190.0
12.909999999999998,77.54000000000005,9.409910761743998e-05,868.0,0.0,441.23345947265625,50.127498626708984,284.0,190.0
12.909999999999998,77.55000000000005,9.35948238582932e-05,883.0,0.0,441.2334899902344,67.69249725341797,282.0,190.0
12.909999999999998,77.56000000000006,9.475920788559316e-05,880.0,0.0,441.2333984375,69.46749877929688,282.0,190.0
12.909999999999998,77.57000000000006,9.08489758898262e-05,901.0,0.0,441.2334289550781,66.33250427246094,282.0,190.0
12.909999999999998,77.58000000000007,8.376832032037233e-05,922.0,0.0,441.2334899902344,48.53499984741211,282.0,190.0
12.909999999999998,77.59000000000007,8.106132599155346e-05,909.0,0.0,441.2334899902344,58.747501373291016,279.0,190.0
12.909999999999998,77.60000000000008,7.901156465974282e-05,907.0,0.0,441.2333984375,59.375,279.0,190.0
12.909999999999998,77.61000000000008,7.901156465974282e-05,901.0,0.0,429.58929443359375,46.79249954223633,279.0,190.0
12.909999999999998,77.62000000000009,7.563423511791701e-05,884.0,0.0,339.6255187988281,50.30999755859375,279.0,190.0
12.909999999999998,77.6300000000001,7.086323652703112e-05,887.0,0.0,441.2334899902344,63.342498779296875,279.0,190.0
12.909999999999998,77.6400000000001,6.659374454982952e-05,887.0,0.0,441.2334289550781,66.0374984741211,279.0,190.0
12.909999999999998,77.6500000000001,6.519542013258958e-05,900.0,0.0,441.2335205078125,57.724998474121094,279.0,190.0
12.909999999999998,77.66000000000011,5.769806910467625e-05,909.0,0.0,403.1265869140625,15.107500076293945,279.0,190.0
12.909999999999998,77.67000000000012,5.418372604575389e-05,881.0,0.0,384.617431640625,33.22249984741211,277.0,190.0
12.909999999999998,77.68000000000012,5.115982240239912e-05,893.0,0.0,384.61749267578125,34.94000244140625,277.0,190.0
12.909999999999998,77.69000000000013,4.8517917150471044e-05,885.0,0.0,384.617431640625,32.220001220703125,277.0,190.0
12.909999999999998,77.70000000000013,4.8517917150471044e-05,898.0,0.0,384.61749267578125,32.60499954223633,277.0,190.0
12.909999999999998,77.71000000000014,4.6768081947556356e-05,893.0,0.0,384.61749267578125,19.100000381469727,277.0,190.0
12.909999999999998,77.72000000000014,4.3182706377327346e-05,880.0,0.0,384.617431640625,17.212499618530273,277.0,190.0
12.909999999999998,77.73000000000015,4.125071678098276e-05,902.0,0.0,384.61749267578125,16.967500686645508,277.0,190.0
12.909999999999998,77.74000000000015,3.763712726935044e-05,884.0,0.0,384.6174621582031,16.139999389648438,277.0,190.0
12.909999999999998,77.75000000000016,3.437499931024347e-05,906.0,0.0,1085.6561279296875,11.947500228881836,277.0,190.0
12.909999999999998,77.76000000000016,3.367517909352838e-05,883.0,0.0,1085.6563720703125,30.5,277.0,190.0
